OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-195-3-1-1146,6 miles NE of Erie,Well,,07090005,,,,,41.7133330000,-89.9973330000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,195,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-195-3-14-997,Duden Rd and IL-40,Well,,07090005,,,,,41.7508610000,-89.6751940000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,195,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-195-3-19-1484,Hickory Hills and Jersey Rds,Well,,07090007,,,,,41.6121110000,-89.7280000000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,195,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-195-3-30-1519,92-2700 Hurd Rd,Well,,07090005,,,,,41.5983890000,-89.8716940000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,195,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-195-3-80-1370,Yates Rd and IL-40,Well,,07090005,,,,,41.6500000000,-89.6770280000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,195,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-195-6-115-240,Clark Rd,Well,,07090005,,,,,41.9311110000,-89.9821110000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,015,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-195-6-137-272,Rich and Manton Rds,Well,,07090005,,,,,41.8618060000,-89.8330000000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,195,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-197-4-45-1,SW of Kankakee River,Well,,07130001,,,,,41.2563610000,-89.1447780000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,099,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-201-2-42-499,4 miles SW of Rockford Airport,Well,,07090005,,,,,42.1631670000,-89.1447780000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,201,,,,,,,,,,STORET
IDAGMN_WQX,Illinois Department of Agriculture,IDAGMN_WQX-201-5-69-56,3 miles NW of Rockford Airport,Well,,07090005,,,,,42.2297500000,-89.1356110000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,201,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-AK-02,Lusk Creek,River/Stream,"Eddyville Rd bridge, 3 mi SE of IL 145 and Eddyville",05140203,,,,,37.4724300000,-88.5477200000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,151,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-BPJ-03,Salt Fork Vermilion River,River/Stream,Oakwood Rd (850E) 2.3 mi S of Oakwood,05120109,,,,,40.0827400000,-87.7809200000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,183,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-CA-05,Skillet Fork,River/Stream,Rt 15 bridge 1 mi N of Wayne City,05120115,,,,,38.3633900000,-88.5877600000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,191,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-D-23,Illinois River,River/Stream,"RM 244, Marseilles",07120005,,,,,41.3230500000,-88.7104400000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,099,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-D-30,Illinois River,River/Stream,"RM 166.2, Peoria PWS intake",07130001,,,,,40.7249500000,-89.5486400000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,143,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-DS-06,Vermilion River,River/Stream,Co Rd 1400 N bridge 0.5 mi E of McDowell,07130002,,,,,40.8305500000,-88.5751400000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,105,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-DT-14,Fox River,River/Stream,Illinois Ave Aurora,07120007,,,,,41.7707100000,-88.3096900000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,089,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-E-06,Sangamon River,River/Stream,"RM 130.8, Lake Decatur water intake (Lincoln Park Dr) at Lake Decatur dam",07130006,,,,,39.8267900000,-88.9557100000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,115,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-E-18,Sangamon River,River/Stream,"Bridge St bridge at County Farm Rd (1550N), 0.4 mi W of Monticello, RM 162.6",07130006,,,,,40.0309300000,-88.5884300000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,147,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-EO-02,South Fork Sangamon River,River/Stream,Rt 104 bridge 1 mi E Kincaid,07130007,,,,,39.5783500000,-89.3922100000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,021,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-F-16,Kankakee River,River/Stream,Rt 53 bridge Wilmington,07120001,,,,,41.3054700000,-88.1513300000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,197,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-G-15,Des Plaines River,River/Stream,Irving Park Rd in Schiller Park,07120004,,,,,41.9530600000,-87.8542000000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,031,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-I-05,Mississippi River,River/Stream,"RM 111, near Chester 1 mi upstrm Rt 150/51 bridge",07140105,,,,,37.9125000000,-89.8519444000,24000,,,Interpolation-Map,NAD27,,,,,,,US,17,157,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-J-98,Mississippi River,River/Stream,"RM 200.8, Mel Price Lock and Dam 26, 1 mi S of Alton",07110009,,,,,38.8656600000,-90.1447200000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,119,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-K-17,Mississippi River,River/Stream,"RM 325, Lock and Dam 21, 0.75 mi SW of Quincy",07110001,,,,,39.9039100000,-91.4306400000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,001,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-K-22,Mississippi River,River/Stream,"RM 364.6, Lock and Dam 19 at Keokuk, IA",07080104,,,,,40.3954722000,-91.3720556000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,067,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-KI-02,Bear Creek,River/Stream,"Co Rd 900 E bridge, 0.25 mi S of Co Rd 2650 and 2.3 mi NE of Marcelline",07110001,,,,,40.1427500000,-91.3370500000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,001,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-L-04,Mississippi River,River/Stream,"RM 437, Lock and Dam 17, 15 mi W of Aledo",07080101,,,,,41.1911100000,-91.0593000000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,131,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-M-02,Mississippi River,River/Stream,"RM 482.9, Lock and Dam 15 Arsenal Island",07080101,,,,,41.5192000000,-90.5669500000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,19,163,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-O-07,Kaskaskia River,River/Stream,"RM 87.8, Rt 127 bridge 3 mi S of Carlyle",07140202,,,,,38.5744400000,-89.3692100000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,027,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-O-08,Kaskaskia River,River/Stream,"RM 135.7, Rt 40/51 bridge (Gallatin St) SE edge of Vandalia",07140202,,,,,38.9603700000,-89.0881700000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,051,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-O-25,Kaskaskia River,River/Stream,"RM 74.8, 2.5 mi N Covington",07140202,,,,,38.4894500000,-89.4406400000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,189,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-O-30,Kaskaskia River,River/Stream,"RM 3.3, Roots Rd bridge 2.7 mi W of Ellis Grove",07140204,,,,,38.0167300000,-89.9567500000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,157,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-OI-08,Shoal Creek,River/Stream,Rt 50 bridge 1.4 mi E of Breese,07140203,,,,,38.6097200000,-89.4944400000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,027,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-QH-09,Lake Michigan (Waukegan/Wisconsin line),Great Lake,North Point Marina E of village of Winthrop Harbor,04060200,,,,,42.4852600000,-87.8008000000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,097,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-QLM-19-04,Lake Michigan,Great Lake,,04060200,,,,,42.3400712200,-87.8047759800,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,097,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-QLM-19-07,Lake Michigan,Great Lake,,04060200,,,,,42.2934570000,-87.7881452100,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,097,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-QLM-19-09,Lake Michigan,Great Lake,,04060200,,,,,42.2056447100,-87.7377893200,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,097,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-QLM-19-24,Lake Michigan,Great Lake,,04060200,,,,,41.7980857800,-87.5638670800,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,031,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-QLM-19-25,Lake Michigan,Great Lake,,04060200,,,,,41.7889576000,-87.5126212100,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,031,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-QLM-20-02,Lake Michigan,Great Lake,,,,,,,42.4714670000,-87.7431030000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,097,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-QLM-20-04,Lake Michigan,Great Lake,,,,,,,42.3904830000,-87.7533310000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,097,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-QLM-20-11,Lake Michigan,Great Lake,,,,,,,42.1731610000,-87.7721750000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,097,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-QLM-20-20,Lake Michigan,Great Lake,,,,,,,41.9947040000,-87.6344320000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,031,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-QLM-20-23,Lake Michigan,Great Lake,,,,,,,41.8821720000,-87.5739840000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,031,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-QLM-21-03,Lake Michigan,Great Lake,,,,,,,42.4407680000,-87.7838440000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,097,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-QLM-21-14,Lake Michigan,Great Lake,,,,,,,42.1176120000,-87.6544960000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,031,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-QLM-21-19,Lake Michigan,Great Lake,,,,,,,41.9152990000,-87.5976460000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,031,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-QLM-21-24,Lake Michigan,Great Lake,,,,,,,41.8005200000,-87.5704700000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,031,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-QLM-21-25,Lake Michigan,Great Lake,,,,,,,41.7683420000,-87.5443670000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,031,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-QLM-PWS-01,Lake Michigan,Great Lake,,04060200,,,,,42.4637000000,-87.7851000000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,097,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-QLM-PWS-02,Lake Michigan,Great Lake,,04060200,,,,,42.3586300000,-87.8097100000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,097,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-QLM-PWS-03,Lake Michigan,Great Lake,,04060200,,,,,42.3521500000,-87.7994900000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,097,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-QLM-PWS-04,Lake Michigan,Great Lake,North Chicago,04060200,,,,,42.3227800000,-87.8273400000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,097,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-QLM-PWS-05,Lake Michigan,Great Lake,North Chicago,04060200,,,,,42.3221300000,-87.8074900000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,097,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-QLM-PWS-06,Lake Michigan,Great Lake,North Chicago,04060200,,,,,42.3114500000,-87.8018600000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,097,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-QLM-PWS-07,Lake Michigan,Great Lake,,04060200,,,,,42.2836800000,-87.8159500000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,097,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-QLM-PWS-08,Lake Michigan,Great Lake,Lake Forest,04060200,,,,,42.2683420000,-87.8133590000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,097,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-QLM-PWS-19,Lake Michigan,Great Lake,Nearshore,04060200,,,,,41.9164300000,-87.5747500000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,031,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-QLM-PWS-20,Lake Michigan,Great Lake,Nearshore,04060200,,,,,41.8964900000,-87.6058200000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,031,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-QLM-PWS-21,Lake Michigan,Great Lake,Nearshore,04060200,,,,,41.7865000000,-87.5291600000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,031,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-QLM-PWS-22,Lake Michigan,Great Lake,Nearshore,04060200,,,,,41.7585200000,-87.5419200000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,031,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-QT-02,Lake Michigan (Calumet/US Steel),Great Lake,Calumet Harbor ship station,04060200,,,,,41.7325040000,-87.5266710000,24000,,,Interpolation-Map,NAD27,,,,,,,US,17,031,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-QZM-01,Lake Michigan (Jackson Park South Lagoon/Yacht Harbor),Great Lake,Inner harbor,04060200,,,,,41.7782790000,-87.5777010000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,031,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-QZM-02,Lake Michigan (Jackson Park South Lagoon/Yacht Harbor),Great Lake,Outer harbor,04060200,,,,,41.7769080000,-87.5735760000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,031,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-QZO-10,Lake Michigan (Waukegan Harbor),Great Lake,Middle channel Outboard Marine Corporation dock,04060200,,,,,42.3629480000,-87.8232260000,,,,GPS-Unspecified,WGS84,,,,,,,US,17,097,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-QZT-01,Lake Michigan (Chicago Harbor/DuSable Harbor/Monroe Harbor),Great Lake,,04060200,,,,,41.8860550000,-87.6106510000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,031,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-QZT-02,Lake Michigan (Chicago Harbor/DuSable Harbor/Monroe Harbor),Great Lake,,04060200,,,,,41.8796920000,-87.6134260000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,031,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-QZW-01,Lake Michigan (Burnham Park Harbor),Great Lake,,04060200,,,,,41.8604620000,-87.6108940000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,031,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-QZX-01,Lake Michigan (31st Street Harbor),Great Lake,,04060200,,,,,41.8364870000,-87.6016440000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,031,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-QZY-01,Lake Michigan (59th Street Harbor),Great Lake,,04040002,,,,,41.7876140000,-87.5790570000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,031,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-RAL-1,Lake of Egypt,Lake,NEAR DAM,05140204,,,,,37.6212300000,-88.9446500000,,,,GPS-Unspecified,WGS84,,,,,,,US,17,199,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-RAT-1,Vienna Correctional Center,Lake,,05140203,,,,,37.4122600000,-88.7614200000,,,,GPS-Unspecified,WGS84,,,,,,,US,17,087,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-RAW-1,Vienna City,Lake,,05140206,,,,,37.4184900000,-88.8901200000,,,,GPS-Unspecified,WGS84,,,,,,,US,17,087,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-RAZI-1,Bloomfield,Lake,,05140206,,,,,37.4521200000,-88.8435300000,,,,GPS-Unspecified,WGS84,,,,,,,US,17,087,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-RBC-1,Charleston Side Channel,Lake,NORTH END,05120112,,,,,39.4702810000,-88.1436160000,24000,,,Interpolation-Map,NAD27,,,,,,,US,17,029,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-RCG-4,Paradise,Lake,,05120114,,,,,39.4152300000,-88.4376900000,,,,GPS-Unspecified,WGS84,,,,,,,US,17,029,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-RCT-1,Wayne City,Lake,,05120115,,,,,38.3593100000,-88.5893900000,,,,GPS-Unspecified,WGS84,,,,,,,US,17,191,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-RCZJ-1,Fairfield,Lake,,05120114,,,,,38.3759200000,-88.2403600000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,191,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-RDM-1,Vermont City,Lake,,07130003,,,,,40.3041700000,-90.4602810000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,109,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-RDZF-1,Greenfield,Lake,,07130012,,,,,39.3392700000,-90.2002000000,,,,GPS-Unspecified,WGS84,,,,,,,US,17,061,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-RDZP-2,Palmyra-Modesto,Lake,MIDL PWS INTAKE,07130012,,,,,39.4430900000,-89.9627800000,,,,GPS-Unspecified,WGS84,,,,,,,US,17,117,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-RHO-1,Calumet,Lake,,04040001,,,,,41.6707000000,-87.5867000000,,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,17,031,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-RIJ-1,Sparta Old,Lake,EAST END,07140105,,,,,38.1056300000,-89.6957400000,,,,GPS-Unspecified,WGS84,,,,,,,US,17,157,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-RJN-2,Holiday Shores,Lake,E OF MARINA 10 FROM EAST BANK,07140101,,,,,38.9198700000,-89.9369000000,,,,GPS-Unspecified,WGS84,,,,,,,US,17,119,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-ROA-4,Carlyle,Lake,2200 FT NW ACCESS AREA,07140202,,,,,38.7042600000,-89.2527000000,,,,GPS-Unspecified,WGS84,,,,,,,US,17,027,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-ROA-5,Carlyle,Lake,6000 FT N INTO HAZLET STATE PARK,07140202,,,,,38.6719200000,-89.2581200000,,,,GPS-Unspecified,WGS84,,,,,,,US,17,027,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-ROD-1,Vandalia,Lake,NEAR DAM,07140202,,,,,39.0118000000,-89.1200000000,,,,GPS-Unspecified,WGS84,,,,,,,US,17,051,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-ROK-1,Raccoon,Lake,NEAR DAM BETWEEN PT & 1ST HOUSE,07140202,,,,,38.5450800000,-89.1079000000,,,,GPS-Unspecified,WGS84,,,,,,,US,17,121,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-ROR-1,Salem,Lake,,07140202,,,,,38.6411800000,-88.9460000000,,,,GPS-Unspecified,WGS84,,,,,,,US,17,121,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-ROZA-1,Highland Silver,Lake,NEAR DAM,07140204,,,,,38.7660100000,-89.6983900000,,,,GPS-Unspecified,WGS84,,,,,,,US,17,119,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-SDL-1,Mauvaise Terre,Lake,NEAR DAM MIDWAY BETWEEN SPILLWAY,07130011,,,,,39.7182800000,-90.2173000000,,,,GPS-Unspecified,WGS84,,,,,,,US,17,137,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-SOL-1,Slm Side Channel,Lake,,07140204,,,,,38.4254500000,-89.7526200000,,,,GPS-Unspecified,WGS84,,,,,,,US,17,163,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-SOU-1,Holland Reservoir,Lake,,07140201,,,,,39.2166900000,-88.7612100000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,173,,,,,,,,,,STORET
IL_EPA_WQX,illinois epa,IL_EPA_WQX-WDW-1,Loveless,Lake,,07130012,,,,,39.2259900000,-89.8368800000,,,,GPS-Unspecified,WGS84,,,,,,,US,17,117,,,,,,,,,,STORET
ILRIVERWATCH,Illinois RiverWatch Network (Volunteer),ILRIVERWATCH-R0106903,Clear Cr,River/Stream,,07090005,,,,,41.9053580000,-89.3374690000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,141,,,,,,,,,,STORET
ILRIVERWATCH,Illinois RiverWatch Network (Volunteer),ILRIVERWATCH-R0117901,Hells Br,River/Stream,,07060005,,,,,42.4525000000,-90.1829000000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,085,,,,,,,,,,STORET
ILRIVERWATCH,Illinois RiverWatch Network (Volunteer),ILRIVERWATCH-R0117903,Hells Br below Apple Canyon Lake Dam,River/Stream,,07060005,,,,,42.4154180000,-90.1645360000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,085,,,,,,,,,,STORET
ILRIVERWATCH,Illinois RiverWatch Network (Volunteer),ILRIVERWATCH-R0119501,Singing Bird Cr,River/Stream,,07090005,,,,,41.4769000000,-90.4494000000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,161,,,,,,,,,,STORET
ILRIVERWATCH,Illinois RiverWatch Network (Volunteer),ILRIVERWATCH-R0128401,Wade Cr,River/Stream,,07090005,,,,,41.8814110000,-89.3590470000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,103,,,,,,,,,,STORET
ILRIVERWATCH,Illinois RiverWatch Network (Volunteer),ILRIVERWATCH-R0128801,Hawthorne Bay,River/Stream,,07060005,,,,,42.4248000000,-90.1428300000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,085,,,,,,,,,,STORET
ILRIVERWATCH,Illinois RiverWatch Network (Volunteer),ILRIVERWATCH-R0128901,Winchester Bay,River/Stream,,07060005,,,,,42.4474600000,-90.1625800000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,085,,,,,,,,,,STORET
ILRIVERWATCH,Illinois RiverWatch Network (Volunteer),ILRIVERWATCH-R0129101,Independence Bay,River/Stream,,07060005,,,,,42.4344800000,-90.1470100000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,085,,,,,,,,,,STORET
ILRIVERWATCH,Illinois RiverWatch Network (Volunteer),ILRIVERWATCH-R0129301,Hughlett Br,River/Stream,,07060005,,,,,42.4282700000,-90.4259800000,,,,GPS-Unspecified,NAD83,,,,,,,US,17,085,,,,,,,,,,STORET
